Best parameters:
factors 186
learning_rate 0.1861499533474405
regularization 0.005114685095192672
iterations 16
Result: 10.37303528836376

All:
[224, 0.0024115432736556107, 0.000719203538245001, 20] 123.95299377524361
[165, 0.013877212573012852, 0.008890629900804877, 11] 65.52151879295842
[150, 0.00018987775539178753, 0.0024818920504575486, 12] 166.6643280483166
[304, 0.0010983853749450872, 0.0092709398351004, 14] 165.97532065178385
[331, 8.826265611031273e-05, 6.313215111787939e-05, 7] 167.55521691965706
[228, 8.529953793941453e-05, 0.0003733475726070676, 6] 167.2516356153263
[223, 0.004865416686928938, 0.00022599204023997566, 9] 132.90829294213472
[127, 1.658232475751382e-05, 0.0006943374889267282, 6] 167.83258963472784
[108, 0.0007159099326975686, 4.149903208409664e-05, 10] 167.4580490652536
[252, 9.013275218337132e-05, 0.0338413383605106, 13] 167.8559396740728
[165, 4.522160738414446e-05, 0.004973313830564959, 6] 168.0374817267173
[175, 0.01638539786402941, 0.047216622939382655, 16] 68.06562853053907
[387, 0.057482023751361855, 1.0362475635696442e-05, 7] 18.53407775791664
[303, 0.0012860201126554855, 0.00023711754872178837, 19] 160.5273199957559
[357, 0.00026298787377504354, 0.026430652335008666, 18] 167.52411676978795
[145, 0.0012532710653926423, 1.5831937197041627e-05, 12] 166.83255658660596
[18, 0.0005044996027433357, 2.5123229597793675e-05, 9] 167.33333725622222
[186, 0.1861499533474405, 0.005114685095192672, 16] 10.37303528836376
[391, 0.00010231805008368577, 0.0006119057685609322, 9] 167.3392829543
[29, 0.001220394617777208, 0.23273533067145796, 9] 167.27708075413076
[368, 0.02885815994816066, 0.005646037674421211, 9] 35.945643154806675
[371, 0.10706496194442475, 0.005034763052977653, 3] 37.94793550318817
[388, 0.17015276006917274, 1.4261650016226179e-05, 1] 86.21966115036628
[367, 0.19839810079710737, 2.2310938750682937e-05, 19] 32.092944743197506
[90, 0.20662353600697544, 0.003358035709321536, 1] 74.89820564541645
[270, 0.544637224189075, 0.23603456570985132, 19] 25.575724077926683
[156, 0.2314163856397603, 0.0009102858066382135, 20] 15.199419448803496
[62, 0.10598446668588826, 0.09786119744373907, 19] 15.322595406800295
[31, 0.1510804675904378, 0.0009155110927844646, 18] 13.61351715696091
[53, 0.4136979982471788, 0.0043747404991007575, 20] 12.849775611232461
[31, 0.4784460259044126, 0.0019799402727505738, 20] 52.05292956377051
[54, 0.29430005176540064, 8.38512418400497e-05, 20] 32.28291988053465
[10, 0.317720497692655, 0.000486559843750061, 20] 16.625852826100616
[14, 0.6744307892629303, 0.00012398443400945847, 20] 166.55610988417507
[2, 0.5075785893909259, 5.193653072854783e-05, 20] 52.55919308156742
[4, 0.9640979921927456, 7.551863470198803e-05, 20] 166.42110726298358
