Best:
Paramaters: [28, 0.5838217651763298, 0.015263338441365834, 17]
Result: 65.09782608695652

All:
[224, 0.0024115432736556107, 0.000719203538245001, 20] 121.38307406154887
[165, 0.013877212573012852, 0.008890629900804877, 11] 121.1667651278589
[150, 0.00018987775539178753, 0.0024818920504575486, 12] 119.66801927466396
[304, 0.0010983853749450872, 0.0092709398351004, 14] 124.63145799642523
[331, 8.826265611031273e-05, 6.313215111787939e-05, 7] 124.40328115844981
[228, 8.529953793941453e-05, 0.0003733475726070676, 6] 119.97665076575446
[223, 0.004865416686928938, 0.00022599204023997566, 9] 120.4549138804458
[127, 1.658232475751382e-05, 0.0006943374889267282, 6] 119.03361629881155
[108, 0.0007159099326975686, 4.149903208409664e-05, 10] 119.95342489123945
[252, 9.013275218337132e-05, 0.0338413383605106, 13] 123.696136827774
[165, 4.522160738414446e-05, 0.004973313830564959, 6] 120.56041043180846
[175, 0.01638539786402941, 0.047216622939382655, 16] 119.9120401907357
[387, 0.057482023751361855, 1.0362475635696442e-05, 7] 122.22112098427888
[303, 0.0012860201126554855, 0.00023711754872178837, 19] 116.49448482257375
[357, 0.00026298787377504354, 0.026430652335008666, 18] 117.42989541705637
[145, 0.0012532710653926423, 1.5831937197041627e-05, 12] 120.40282237620416
[18, 0.0005044996027433357, 2.5123229597793675e-05, 9] 118.96914199698946
[186, 0.1861499533474405, 0.005114685095192672, 16] 109.49869143098354
[391, 0.00010231805008368577, 0.0006119057685609322, 9] 114.75220940998233
[29, 0.001220394617777208, 0.23273533067145796, 9] 119.77273876759673
[20, 0.0014961053210157146, 0.38371327433840346, 9] 120.556566859476
[20, 0.0013949639587085383, 0.1832892687767001, 9] 120.07991923950534
[73, 0.0013819628188102499, 0.8644220864774959, 14] 120.93115972632823
[17, 0.009958985544997722, 0.7430255604222616, 9] 122.44729005360334
[166, 0.048355865903734994, 0.0033025581971019664, 16] 120.12101749345052
[159, 0.6532362735921562, 0.006032141318995498, 16] 98.03940136974718
[165, 0.6908969796669303, 0.004767547725081614, 16] 122.20756793363243
[146, 0.44004829459882916, 0.005319682792432734, 16] 99.70856365337188
[131, 0.4381930298713702, 0.004694362656802037, 16] 98.12994302236585
[131, 0.7743506893275103, 0.004227350637479541, 17] 117.51593798989722
[91, 0.6435714853734839, 0.006898127349923306, 16] 91.75971039182282
[92, 0.6232475103199682, 0.017798102698979267, 15] 88.31672418146621
[118, 0.6067269506035392, 0.009332985420013073, 16] 94.7299105276361
[89, 0.5783607092760729, 0.009128495109654624, 18] 88.91715017064847
[99, 0.6251676989341205, 0.01620232417363585, 18] 90.75242388161251
[28, 0.5838217651763298, 0.015263338441365834, 17] 65.09782608695652
