Best parameters:
factors 39
regularization 0.00025153754094594334
iterations 6
Result: 10.521429207876682

All:
[224, 0.0024115432736556107, 2] 42.89076596497435
[102, 0.0004060335113308686, 4] 27.91104106470537
[367, 0.008890629900804877, 11] 32.58796940194715
[150, 0.00018987775539178753, 3] 44.90119971771348
[172, 0.024012506131859745, 16] 24.424646572419313
[146, 0.6680159073371741, 16] 19.287838418564675
[223, 0.004865416686928938, 10] 62.08426422728472
[28, 0.0014923649170967607, 9] 11.833435181143605
[127, 1.658232475751382e-05, 6] 40.714947147724295
[315, 0.19374898257946557, 6] 12.905825743254855
[108, 0.0007159099326975686, 10] 33.86299836390252
[194, 0.0014990789826137964, 10] 47.81515044870667
[387, 0.057482023751361855, 2] 49.16564693179773
[39, 0.00025153754094594334, 6] 10.521429207876682
[142, 0.02810853626666577, 5] 30.47462504359958
[326, 0.026430652335008666, 18] 14.96788434903047
[145, 0.0012532710653926423, 20] 40.97864332603939
[108, 1.9542590862866494e-05, 15] 33.924793747286145
[391, 0.00010231805008368577, 9] 86.38897194617887
[29, 0.001220394617777208, 5] 12.362470761500477
[3, 0.0029440282677920715, 4] 33.32315770736917
[3, 0.0017607992319016764, 6] 49.7480755773268
[6, 0.0015862254537996135, 6] 34.976057462090985
[20, 0.0015946047570211217, 6] 15.305409202669477
[28, 0.0005310667002335109, 8] 12.0446047008547
[29, 0.00031913054320270806, 8] 11.033790737564322
[28, 0.00029461724960979947, 9] 11.831467552912367
[28, 0.0003244208087326938, 10] 12.268296973961998
[30, 0.0002922530982910088, 10] 11.868969153704192
[31, 0.0001945272882124389, 10] 11.578222996515679
[36, 9.215241402313538e-05, 8] 11.021777155850971
[32, 1.9542270168256473e-05, 8] 11.732442052261481
[33, 0.00017217797080235203, 8] 11.850420609884333
[31, 2.7283396748724433e-05, 8] 11.631095712429623
[34, 0.00013130730694834494, 9] 11.776500086460315
[33, 8.57272118659834e-05, 8] 11.545037089367714
